Model,Metric,Value
GE,PCC,0.8138826348925997
Ridge,r/s,12.438889457128594
phi,r/s,12.438889457128594
GE,r/s,134.11433819787857
Ridge,MAE,30100.821166962116
phi,MAE,76362.21758441135
GE,MAE,19027.37308445755
Ridge,MSE,814321.8248875609
phi,MSE,4411519.524832078
GE,MSE,567099.1007522484
Ridge,RMSE,902.3978196380801
phi,RMSE,2100.3617604670103
GE,RMSE,753.0598254801862
Ridge,r,0.7075420538647523
phi,r,0.6801141112121596
GE,r,0.8469307239435868
Ridge,R2,0.500615747771652
phi,R2,-1.7053718956914952
GE,R2,0.6522255062885085
Ridge,PCC,0.5006157579871512
phi,PCC,0.4625552042699064
GE,PCC,0.7172916511596079
Ridge,r/s,11.876628852599119
phi,r/s,11.876628852599119
GE,r/s,102.10869242673905
Ridge,MAE,32898.56864815542
phi,MAE,104416.89401713083
GE,MAE,15715.969205895248
Ridge,MSE,938576.733230317
phi,MSE,7083234.239281212
GE,MSE,429937.3318692074
Ridge,RMSE,968.8016996425621
phi,RMSE,2661.4346205160127
GE,RMSE,655.6960666873085
Ridge,r,0.6957483433557281
phi,r,0.6602166296796709
GE,r,0.885591129445755
Ridge,R2,0.48406574953769865
phi,R2,-2.893643448324914
GE,R2,0.7636640807190803
Ridge,PCC,0.4840657572822406
phi,PCC,0.43588599810558365
GE,PCC,0.7842716485530075
Ridge,r/s,13.21208996943547
phi,r/s,13.21208996943547
GE,r/s,97.4809221929203
Ridge,MAE,33726.04363500136
phi,MAE,120691.03234467765
GE,MAE,20377.103574869583
Ridge,MSE,965237.6233508902
phi,MSE,9126925.718634784
GE,MSE,585616.3624602035
Ridge,RMSE,982.4650748758911
phi,RMSE,3021.0802237998887
GE,RMSE,765.2557497073796
Ridge,r,0.732033881843623
phi,r,0.7091327259740743
GE,r,0.866312989230452
Ridge,R2,0.5358735959960819
phi,R2,-3.388605573304372
GE,R2,0.7184112907960629
Ridge,PCC,0.5358736041670429
phi,PCC,0.502869223047422
GE,PCC,0.7504981953093989
Ridge,r/s,11.734583657754028
phi,r/s,11.734583657754028
GE,r/s,126.98909860397765
Ridge,MAE,42105.791892469126
phi,MAE,109782.74853766419
GE,MAE,24333.664845369298
Ridge,MSE,1449118.3959625538
phi,MSE,8966358.867477875
GE,MSE,923369.0310215927
Ridge,RMSE,1203.7933360683444
phi,RMSE,2994.387895293106
GE,RMSE,960.9209286000554
Ridge,r,0.7367152835999996
phi,r,0.6866459675179601
GE,r,0.8712960531627201
Ridge,R2,0.5427494000127021
phi,R2,-1.8292187741722739
GE,R2,0.7086428240641997
Ridge,PCC,0.5427494090898265
phi,PCC,0.4714826847086756
GE,PCC,0.7591568122569323
Ridge,r/s,12.891467269552276
phi,r/s,12.891467269552276
GE,r/s,136.59578200739435
Ridge,MAE,22143.90230028651
phi,MAE,71374.45469069018
GE,MAE,12411.79861703211
Ridge,MSE,474053.07436352456
phi,MSE,3299707.47011051
GE,MSE,358250.62422884157
Ridge,RMSE,688.5151228284856
phi,RMSE,1816.5096944719314
GE,RMSE,598.5404115252717
Ridge,r,0.6661863245911759
phi,r,0.6097089105619209
GE,r,0.8559842603089381
Ridge,R2,0.44380421119211155
phi,R2,-2.871472411897228
GE,R2,0.5796726161909513
Ridge,PCC,0.44380421907229867
phi,PCC,0.3717449556186046
GE,PCC,0.7327090538966403
Ridge,r/s,14.603176505360274
phi,r/s,14.603176505360274
GE,r/s,72.37796970879896
Ridge,MAE,48587.48919731475
phi,MAE,128071.77821300736
GE,MAE,27533.859301080505
Ridge,MSE,1822982.3562397223
phi,MSE,12068547.957525922
GE,MSE,1036420.0487028355
Ridge,RMSE,1350.1786386399847
phi,RMSE,3473.9815712703376
GE,RMSE,1018.0471741048326
Ridge,r,0.7498033306662
phi,r,0.7304877880964787
GE,r,0.8811609711693973
Ridge,R2,0.5622050241152257
phi,R2,-1.898299944563194
GE,R2,0.7511004488467847
Ridge,PCC,0.5622050346781268
phi,PCC,0.5336124085580857
GE,PCC,0.7764446571121953
Ridge,r/s,11.097161092235558
phi,r/s,11.097161092235558
GE,r/s,137.7385162931481
Ridge,MAE,33868.3847102216
phi,MAE,77737.58405491206
GE,MAE,17296.841993935253
Ridge,MSE,949152.3429083853
phi,MSE,4769408.751321815
GE,MSE,516262.51940798527
Ridge,RMSE,974.2444985261068
phi,RMSE,2183.897605503018
GE,RMSE,718.5141052254892
Ridge,r,0.7055018863715176
phi,r,0.670324306419837
GE,r,0.8651263480520853
Ridge,R2,0.49773290400684145
phi,R2,-1.5238488858284276
GE,R2,0.7268071049600173
Ridge,PCC,0.49773291167376965
phi,PCC,0.44933467577723474
GE,PCC,0.7484435980939375
Ridge,r/s,13.655027296962045
phi,r/s,13.655027296962045
GE,r/s,93.95580427190282
Ridge,MAE,48556.68360012184
phi,MAE,110025.80018901803
GE,MAE,26476.02561919543
Ridge,MSE,1891859.5317674072
phi,MSE,9771997.484555745
GE,MSE,1013655.3919062313
Ridge,RMSE,1375.4488473830668
phi,RMSE,3126.0194312505073
GE,RMSE,1006.8045450365385
Ridge,r,0.7229795766465931
phi,r,0.6984792738749458
GE,r,0.872299995418153
Ridge,R2,0.5226994603450037
phi,R2,-1.465394282485812
GE,R2,0.7442631139062423
Ridge,PCC,0.5226994682480857
phi,PCC,0.4878732960328712
GE,PCC,0.7609072820065103
Ridge,r/s,12.548078765620696
phi,r/s,12.548078765620696
GE,r/s,152.44044215248482
