Model,Metric,Value
ADD_L,MSE,1705282.844434202
ADD_GE,MSE,132898.77583720183
PW_L,MSE,1397857.5413288397
PW_GE,MSE,82702.41227705796
ADD_L,RMSE,1305.8647879601479
ADD_GE,RMSE,364.5528436827805
PW_L,RMSE,1182.3102559518122
PW_GE,RMSE,287.580271014995
ADD_L,r,0.6759326239613194
ADD_GE,r,0.9501004309642855
PW_L,r,0.8116746260855285
PW_GE,r,0.9755276857931647
ADD_L,PCC,0.4568849121352339
ADD_GE,PCC,0.9026908289185193
PW_L,PCC,0.658815698631082
PW_GE,PCC,0.9516542657489669
ADD_L,MAE,35904.474489718064
ADD_GE,MAE,6350.314095477668
PW_L,MAE,34462.22478002431
PW_GE,MAE,6472.9677617598545
ADD_L,MSE,2399329.0873048953
ADD_GE,MSE,70827.23411412243
PW_L,MSE,2286257.0622969726
PW_GE,MSE,96594.5268730599
ADD_L,RMSE,1548.9767872066047
ADD_GE,RMSE,266.13386502683653
PW_L,RMSE,1512.0373878634657
PW_GE,RMSE,310.79660048504377
ADD_L,r,0.5006803751261386
ADD_GE,r,0.9820691079716707
PW_L,r,0.756098919606911
PW_GE,r,0.98553001092725
ADD_L,PCC,0.25068083803645064
ADD_GE,PCC,0.9644597328322722
PW_L,PCC,0.571685576230737
PW_GE,PCC,0.9712694024382651
ADD_L,MAE,15248.26170279055
ADD_GE,MAE,8674.058418429628
PW_L,MAE,14588.086326871598
PW_GE,MAE,6407.927111917612
ADD_L,MSE,615947.6271662177
ADD_GE,MSE,264392.53135871555
PW_L,MSE,592575.7631332976
PW_GE,MSE,180626.46155263277
ADD_L,RMSE,784.823309520186
ADD_GE,RMSE,514.1911428240626
PW_L,RMSE,769.7894277874291
PW_GE,RMSE,425.00171947020726
ADD_L,r,0.4660084255533177
ADD_GE,r,0.8611461394308015
PW_L,r,0.6767728788339109
PW_GE,r,0.9103027478614989
ADD_L,PCC,0.21716385268668206
ADD_GE,PCC,0.7415726734565733
PW_L,PCC,0.45802152952513886
PW_GE,PCC,0.8286510927641934
ADD_L,MAE,58683.147951437495
ADD_GE,MAE,14706.961827764704
PW_L,MAE,32075.167472294397
PW_GE,MAE,7061.76174821659
ADD_L,MSE,4109503.1482763416
ADD_GE,MSE,331635.43709520024
PW_L,MSE,1373757.1955704447
PW_GE,MSE,86723.2872565318
ADD_L,RMSE,2027.1909501268847
ADD_GE,RMSE,575.8779706632303
PW_L,RMSE,1172.0738865662202
PW_GE,RMSE,294.48817846652486
ADD_L,r,0.7150271723067176
ADD_GE,r,0.9428540268817721
PW_L,r,0.9006874098338742
PW_GE,r,0.9838851132787443
ADD_L,PCC,0.5112638571369407
ADD_GE,PCC,0.8889737160071726
PW_L,PCC,0.8112378102332543
PW_GE,PCC,0.9680299161315292
ADD_L,MAE,32126.434094020296
ADD_GE,MAE,7281.563065509406
PW_L,MAE,28508.17365638577
PW_GE,MAE,7110.994256000129
ADD_L,MSE,1681734.7604567884
ADD_GE,MSE,87917.9692829956
PW_L,MSE,1426317.7818545445
PW_GE,MSE,99837.58859092575
ADD_L,RMSE,1296.8171653925576
ADD_GE,RMSE,296.5096445024944
PW_L,RMSE,1194.2854691632754
PW_GE,RMSE,315.97086668065737
ADD_L,r,0.6184260583954345
ADD_GE,r,0.9739182079697628
PW_L,r,0.8393812098280226
PW_GE,r,0.9869947689455504
ADD_L,PCC,0.3824507897025134
ADD_GE,PCC,0.9485166758150331
PW_L,PCC,0.7045608154123537
PW_GE,PCC,0.9741586739258782
ADD_L,MAE,18518.839284643833
ADD_GE,MAE,12138.159780093602
PW_L,MAE,17757.472403467917
PW_GE,MAE,7568.858318893276
ADD_L,MSE,863580.6230060054
ADD_GE,MSE,506908.1945730633
PW_L,MSE,832443.0978532903
PW_GE,MSE,241621.57616849986
ADD_L,RMSE,929.2903868038264
ADD_GE,RMSE,711.9748552955106
PW_L,RMSE,912.3831968275666
PW_GE,RMSE,491.5501766539199
ADD_L,r,0.40513532931786955
ADD_GE,r,0.8086760339206202
PW_L,r,0.616011221761313
PW_GE,r,0.9147598584081795
ADD_L,PCC,0.16413463506149795
ADD_GE,PCC,0.653956927837583
PW_L,PCC,0.3794698253358648
PW_GE,PCC,0.8367855985549523
ADD_L,MAE,54830.5703528268
ADD_GE,MAE,15587.238733875507
PW_L,MAE,20655.34108111323
PW_GE,MAE,7141.239338310397
ADD_L,MSE,3853754.468453979
ADD_GE,MSE,417021.0962161259
PW_L,MSE,482283.4510199093
PW_GE,MSE,96720.09926248572
ADD_L,RMSE,1963.0981810530973
ADD_GE,RMSE,645.7717059581705
PW_L,RMSE,694.4663066124298
PW_GE,RMSE,310.9985518655766
ADD_L,r,0.49934088409589417
ADD_GE,r,0.919507828040507
PW_L,r,0.9175158410952191
PW_GE,r,0.9807097859627747
ADD_L,PCC,0.24934131852966987
ADD_GE,PCC,0.8454946458277708
PW_L,PCC,0.8418353186606687
PW_GE,PCC,0.9617916842831513
ADD_L,MAE,44076.964683532715
ADD_GE,MAE,21837.137290721035
PW_L,MAE,17559.30614689418
PW_GE,MAE,8418.40651235775
ADD_L,MSE,1461320.523883473
ADD_GE,MSE,600793.6688073762
PW_L,MSE,354760.9430330575
PW_GE,MSE,142826.35284573384
ADD_L,RMSE,1208.850910527627
ADD_GE,RMSE,775.1088109468091
PW_L,RMSE,595.6181184559931
PW_GE,RMSE,377.923739457756
ADD_L,r,0.8273378730575932
ADD_GE,r,0.9282618604858665
PW_L,r,0.9526209949351185
PW_GE,r,0.9822726296673472
ADD_L,PCC,0.6844879561954613
ADD_GE,PCC,0.8616700816326812
PW_L,PCC,0.9074867599911768
PW_GE,PCC,0.9648595189936048
ADD_L,MAE,7545.127715285943
ADD_GE,MAE,3326.526554341219
PW_L,MAE,7239.528941407495
PW_GE,MAE,3234.342538016183
ADD_L,MSE,169039.15009103084
ADD_GE,MSE,46433.70804513213
PW_L,MSE,163229.0132012197
PW_GE,MSE,49644.1417227317
ADD_L,RMSE,411.1437097792338
ADD_GE,RMSE,215.48482091584114
PW_L,RMSE,404.0161051260453
PW_GE,RMSE,222.80965356719108
ADD_L,r,0.44119420278738447
ADD_GE,r,0.9204048378795444
PW_L,r,0.6383675110878604
PW_GE,r,0.919941414417114
ADD_L,PCC,0.19465232457319606
ADD_GE,PCC,0.8471450655920681
PW_L,PCC,0.4075130792125094
PW_GE,PCC,0.8462922059597602
ADD_L,MAE,79544.7764950577
ADD_GE,MAE,13392.82955959865
PW_L,MAE,20544.601561682564
PW_GE,MAE,6384.961597559403
ADD_L,MSE,6866802.791062348
ADD_GE,MSE,343494.53395529394
PW_L,MSE,421760.57926963584
PW_GE,MSE,66204.82513714567
ADD_L,RMSE,2620.458507792548
ADD_GE,RMSE,586.0840673105641
PW_L,RMSE,649.4309657458873
PW_GE,RMSE,257.3029831485552
ADD_L,r,0.7270376310280691
ADD_GE,r,0.9588418895630181
PW_L,r,0.9442431356771273
PW_GE,r,0.9916827612029355
ADD_L,PCC,0.528583716930906
ADD_GE,PCC,0.9193777691807764
PW_L,PCC,0.8915950992733764
PW_GE,PCC,0.9834346988670789
ADD_L,MAE,14176.178243617622
ADD_GE,MAE,3189.5498846404403
PW_L,MAE,13248.914015828346
PW_GE,MAE,3262.0529329922733
ADD_L,MSE,377338.75254267565
ADD_GE,MSE,23063.896832921073
PW_L,MSE,348831.85069480183
PW_GE,MSE,30680.847349852895
ADD_L,RMSE,614.2790510368034
ADD_GE,RMSE,151.868024392632
PW_L,RMSE,590.6198868094452
PW_GE,RMSE,175.1594911783341
ADD_L,r,0.5921888127467773
ADD_GE,r,0.9657519729442484
PW_L,r,0.7925275444176392
PW_GE,r,0.9736729832762159
ADD_L,PCC,0.35068758994243643
ADD_GE,PCC,0.9326768732457077
PW_L,PCC,0.6280999086606521
PW_GE,PCC,0.948039078362009
ADD_L,MAE,55410.92219177557
ADD_GE,MAE,29612.304706729185
PW_L,MAE,25877.946907666264
PW_GE,MAE,12994.767498639165
ADD_L,MSE,2209411.168716525
ADD_GE,MSE,1355631.8239663714
PW_L,MSE,662809.7265156031
PW_GE,MSE,314815.9937699489
ADD_L,RMSE,1486.4088161459906
ADD_GE,RMSE,1164.3160326845848
PW_L,RMSE,814.1312710586685
PW_GE,RMSE,561.0846582913748
ADD_L,r,0.8257677750713359
ADD_GE,r,0.9100495404730005
PW_L,r,0.9478381572245517
PW_GE,r,0.9769174754754658
ADD_L,PCC,0.6818924183462651
ADD_GE,PCC,0.8281901661151173
PW_L,PCC,0.8983971722908346
PW_GE,PCC,0.9543677538893558
